cell_line,drug_name,total_drugs_for_cell_line,possible_combinations
MCF7T52,1224844-38-5,50,1225
MCF7T52,AZ20,50,1225
MCF7T52,AZD5582,50,1225
MCF7T52,AZD2014,50,1225
MCF7T52,SELUMETINIB,50,1225
MCF7T52,TRAMETINIB,50,1225
MCF7T52,781661-94-7,50,1225
MCF7T52,ONALESPIB,50,1225
MCF7T52,AZD7762,50,1225
MCF7T52,CARFILZOMIB,50,1225
MCF7T52,VORINOSTAT,50,1225
MCF7T52,RAF265,50,1225
MCF7T52,PERIFOSINE,50,1225
MCF7T52,GDC-0879,50,1225
MCF7T52,RO4929097,50,1225
MCF7T52,NAVITOCLAX,50,1225
MCF7T52,MK-2206,50,1225
MCF7T52,AZD5363,50,1225
MCF7T52,4-HYDROXYTAMOXIFEN,50,1225
MCF7T52,FULVESTRANT,50,1225
MCF7T52,TIVANTINIB,50,1225
MCF7T52,AZD4547,50,1225
MCF7T52,OLAPARIB,50,1225
MCF7T52,BORTEZOMIB,50,1225
MCF7T52,803712-79-0,50,1225
MCF7T52,ASTRAZENECA CHK1 INHIBITOR,50,1225
MCF7T52,946128-88-7,50,1225
MCF7T52,XL765,50,1225
MCF7T52,LONAFARNIB,50,1225
MCF7T52,REGORAFENIB,50,1225
MCF7T52,AZD1480,50,1225
MCF7T52,AZD1208,50,1225
MCF7T52,ENZASTAURIN,50,1225
MCF7T52,DEFOROLIMUS,50,1225
MCF7T52,MK-1775,50,1225
MCF7T52,5-AZACYTIDINE,50,1225
MCF7T52,AZD4320,50,1225
MCF7T52,"001, RAD",50,1225
MCF7T52,IDELALISIB,50,1225
MCF7T52,MED-575,50,1225
MCF7T52,BAY 65-1942,50,1225
MCF7T52,GEFITINIB,50,1225
MCF7T52,CRIZOTINIB,50,1225
MCF7T52,TAMOXIFEN,50,1225
MCF7T52,CEDIRANIB,50,1225
MCF7T52,SAPITINIB,50,1225
MDAMB134V1,PEVONEDISTAT,56,1540
MDAMB134V1,AZ12419304,56,1540
MDAMB134V1,ENTINOSTAT,56,1540
MDAMB134V1,TEMSIROLIMUS,56,1540
MDAMB134V1,CHLOROQUINE,56,1540
MDAMB134V1,1224844-38-5,56,1540
MDAMB134V1,AZ20,56,1540
MDAMB134V1,AZD5582,56,1540
MDAMB134V1,AZD2014,56,1540
MDAMB134V1,SELUMETINIB,56,1540
MDAMB134V1,TRAMETINIB,56,1540
MDAMB134V1,781661-94-7,56,1540
MDAMB134V1,ONALESPIB,56,1540
MDAMB134V1,AZD7762,56,1540
MDAMB134V1,CARFILZOMIB,56,1540
MDAMB134V1,3'-EPI GEMCITABINE (GEMCITABINE IMPURITY),56,1540
MDAMB134V1,VORINOSTAT,56,1540
MDAMB134V1,RAF265,56,1540
MDAMB134V1,PERIFOSINE,56,1540
MDAMB134V1,GDC-0879,56,1540
MDAMB134V1,RO4929097,56,1540
MDAMB134V1,NAVITOCLAX,56,1540
MDAMB134V1,MK-2206,56,1540
MDAMB134V1,AZD5363,56,1540
MDAMB134V1,4-HYDROXYTAMOXIFEN,56,1540
MDAMB134V1,FULVESTRANT,56,1540
MDAMB134V1,TIVANTINIB,56,1540
MDAMB134V1,AZD4547,56,1540
MDAMB134V1,OLAPARIB,56,1540
MDAMB134V1,BORTEZOMIB,56,1540
MDAMB134V1,CARBOPLATIN PACLITAXEL,56,1540
MDAMB134V1,803712-79-0,56,1540
MDAMB134V1,957054-30-7,56,1540
MDAMB134V1,ASTRAZENECA CHK1 INHIBITOR,56,1540
MDAMB134V1,946128-88-7,56,1540
MDAMB134V1,XL765,56,1540
MDAMB134V1,AZD6738,56,1540
MDAMB134V1,LONAFARNIB,56,1540
MDAMB134V1,REGORAFENIB,56,1540
MDAMB134V1,AZD1480,56,1540
MDAMB134V1,AZD1208,56,1540
MDAMB134V1,ENZASTAURIN,56,1540
MDAMB134V1,DEFOROLIMUS,56,1540
MDAMB134V1,MK-1775,56,1540
MDAMB134V1,5-AZACYTIDINE,56,1540
MDAMB134V1,41575-94-4,56,1540
MDAMB134V1,AZD4320,56,1540
MDAMB134V1,"001, RAD",56,1540
MDAMB134V1,IDELALISIB,56,1540
MDAMB134V1,MED-575,56,1540
MDAMB134V1,BAY 65-1942,56,1540
MDAMB134V1,GEFITINIB,56,1540
MDAMB134V1,CRIZOTINIB,56,1540
MDAMB134V1,TAMOXIFEN,56,1540
MDAMB134V1,CEDIRANIB,56,1540
MDAMB134V1,SAPITINIB,56,1540
MDAMB134V1FGF,OLAPARIB,22,231
MDAMB134V1FGF,AZD1208,22,231
MDAMB134V1FGF,NAVITOCLAX,22,231
MDAMB134V1FGF,5-AZACYTIDINE,22,231
MDAMB134V1FGF,CHLOROQUINE,22,231
MDAMB134V1FGF,AZD4320,22,231
MDAMB134V1FGF,AZ20,22,231
MDAMB134V1FGF,AZD5582,22,231
MDAMB134V1FGF,AZD2014,22,231
MDAMB134V1FGF,946128-88-7,22,231
MDAMB134V1FGF,AZD5363,22,231
MDAMB134V1FGF,"001, RAD",22,231
MDAMB134V1FGF,ONALESPIB,22,231
MDAMB134V1FGF,AZD7762,22,231
MDAMB134V1FGF,CARFILZOMIB,22,231
MDAMB134V1FGF,VORINOSTAT,22,231
MDAMB134V1FGF,RAF265,22,231
MDAMB134V1FGF,BAY 65-1942,22,231
MDAMB134V1FGF,CEDIRANIB,22,231
MDAMB134V1FGF,AZD1480,22,231
MDAMB134V1FGF,AZD4547,22,231
MDAMB134V1FGF,SAPITINIB,22,231
SUM52PEFGF,OLAPARIB,22,231
SUM52PEFGF,AZD1208,22,231
SUM52PEFGF,NAVITOCLAX,22,231
SUM52PEFGF,5-AZACYTIDINE,22,231
SUM52PEFGF,CHLOROQUINE,22,231
SUM52PEFGF,AZD4320,22,231
SUM52PEFGF,AZ20,22,231
SUM52PEFGF,AZD5582,22,231
SUM52PEFGF,AZD2014,22,231
SUM52PEFGF,946128-88-7,22,231
SUM52PEFGF,AZD5363,22,231
SUM52PEFGF,"001, RAD",22,231
SUM52PEFGF,ONALESPIB,22,231
SUM52PEFGF,AZD7762,22,231
SUM52PEFGF,CARFILZOMIB,22,231
SUM52PEFGF,VORINOSTAT,22,231
SUM52PEFGF,RAF265,22,231
SUM52PEFGF,BAY 65-1942,22,231
SUM52PEFGF,CEDIRANIB,22,231
SUM52PEFGF,AZD1480,22,231
SUM52PEFGF,AZD4547,22,231
SUM52PEFGF,SAPITINIB,22,231
SUM52PEHIGH4547,OLAPARIB,22,231
SUM52PEHIGH4547,AZD1208,22,231
SUM52PEHIGH4547,NAVITOCLAX,22,231
SUM52PEHIGH4547,5-AZACYTIDINE,22,231
SUM52PEHIGH4547,CHLOROQUINE,22,231
SUM52PEHIGH4547,AZD4320,22,231
SUM52PEHIGH4547,AZ20,22,231
SUM52PEHIGH4547,AZD5582,22,231
SUM52PEHIGH4547,AZD2014,22,231
SUM52PEHIGH4547,946128-88-7,22,231
SUM52PEHIGH4547,AZD5363,22,231
SUM52PEHIGH4547,"001, RAD",22,231
SUM52PEHIGH4547,ONALESPIB,22,231
SUM52PEHIGH4547,AZD7762,22,231
SUM52PEHIGH4547,CARFILZOMIB,22,231
SUM52PEHIGH4547,VORINOSTAT,22,231
SUM52PEHIGH4547,RAF265,22,231
SUM52PEHIGH4547,BAY 65-1942,22,231
SUM52PEHIGH4547,CEDIRANIB,22,231
SUM52PEHIGH4547,AZD1480,22,231
SUM52PEHIGH4547,AZD4547,22,231
SUM52PEHIGH4547,SAPITINIB,22,231
ZR751FGF,OLAPARIB,22,231
ZR751FGF,AZD1208,22,231
ZR751FGF,NAVITOCLAX,22,231
ZR751FGF,5-AZACYTIDINE,22,231
ZR751FGF,CHLOROQUINE,22,231
ZR751FGF,AZD4320,22,231
ZR751FGF,AZ20,22,231
ZR751FGF,AZD5582,22,231
ZR751FGF,AZD2014,22,231
ZR751FGF,946128-88-7,22,231
ZR751FGF,AZD5363,22,231
ZR751FGF,"001, RAD",22,231
ZR751FGF,ONALESPIB,22,231
ZR751FGF,AZD7762,22,231
ZR751FGF,CARFILZOMIB,22,231
ZR751FGF,VORINOSTAT,22,231
ZR751FGF,RAF265,22,231
ZR751FGF,BAY 65-1942,22,231
ZR751FGF,CEDIRANIB,22,231
ZR751FGF,AZD1480,22,231
ZR751FGF,AZD4547,22,231
ZR751FGF,SAPITINIB,22,231
KB-3-1,CB 300919,13,78
KB-3-1,ROMIDEPSIN,13,78
KB-3-1,VINORELBINE,13,78
KB-3-1,RA-XII,13,78
KB-3-1,AST 487,13,78
KB-3-1,SEPANTRONIUM,13,78
KB-3-1,GEDATOLISIB,13,78
KB-3-1,LSM-4270,13,78
KB-3-1,ELACRIDAR,13,78
KB-3-1,MITHRAMYCIN,13,78
KB-3-1,TOZASERTIB,13,78
KB-3-1,TARIQUIDAR,13,78
KB-3-1,PACLITAXEL,13,78
KB-CHR-8-5-11,CB 300919,13,78
KB-CHR-8-5-11,ROMIDEPSIN,13,78
KB-CHR-8-5-11,VINORELBINE,13,78
KB-CHR-8-5-11,RA-XII,13,78
KB-CHR-8-5-11,AST 487,13,78
KB-CHR-8-5-11,SEPANTRONIUM,13,78
KB-CHR-8-5-11,GEDATOLISIB,13,78
KB-CHR-8-5-11,LSM-4270,13,78
KB-CHR-8-5-11,ELACRIDAR,13,78
KB-CHR-8-5-11,MITHRAMYCIN,13,78
KB-CHR-8-5-11,TOZASERTIB,13,78
KB-CHR-8-5-11,TARIQUIDAR,13,78
KB-CHR-8-5-11,PACLITAXEL,13,78
HDLM-2,908115-27-5,28,378
HDLM-2,BORTEZOMIB,28,378
HDLM-2,VINCRISTINE,28,378
HDLM-2,RUXOLITINIB,28,378
HDLM-2,ARN-509,28,378
HDLM-2,FLUDARABINE,28,378
HDLM-2,VOLASERTIB,28,378
HDLM-2,ISODONOL,28,378
HDLM-2,NAVITOCLAX,28,378
HDLM-2,BGT-226 FREE BASE,28,378
HDLM-2,LLL-12,28,378
HDLM-2,200484-11-3,28,378
HDLM-2,OBATOCLAX,28,378
HDLM-2,DEXAMETHASONE,28,378
HDLM-2,DOXORUBICIN HYDROCHLORIDE,28,378
HDLM-2,PONATINIB,28,378
HDLM-2,APILIMOD,28,378
HDLM-2,EKB-568,28,378
HDLM-2,732302-99-7,28,378
HDLM-2,MK-0752,28,378
HDLM-2,1124329-14-1,28,378
HDLM-2,VISMODEGIB,28,378
HDLM-2,ISPINESIB,28,378
HDLM-2,1201902-80-8,28,378
HDLM-2,VENETOCLAX,28,378
HDLM-2,391210-10-9,28,378
HDLM-2,912545-86-9,28,378
HDLM-2,IMD-0354,28,378
L-428,908115-27-5,29,406
L-428,BORTEZOMIB,29,406
L-428,VINCRISTINE,29,406
L-428,RUXOLITINIB,29,406
L-428,ARN-509,29,406
L-428,FLUDARABINE,29,406
L-428,VOLASERTIB,29,406
L-428,ISODONOL,29,406
L-428,NAVITOCLAX,29,406
L-428,BGT-226 FREE BASE,29,406
L-428,LLL-12,29,406
L-428,200484-11-3,29,406
L-428,OBATOCLAX,29,406
L-428,DEXAMETHASONE,29,406
L-428,IMD-0354,29,406
L-428,DOXORUBICIN HYDROCHLORIDE,29,406
L-428,PONATINIB,29,406
L-428,APILIMOD,29,406
L-428,EKB-568,29,406
L-428,732302-99-7,29,406
L-428,MK-0752,29,406
L-428,1124329-14-1,29,406
L-428,VISMODEGIB,29,406
L-428,ISPINESIB,29,406
L-428,1201902-80-8,29,406
L-428,VENETOCLAX,29,406
L-428,391210-10-9,29,406
L-428,912545-86-9,29,406
L-428,BLEOMYCIN SULFATE,29,406
ED-40515,RUXOLITINIB,15,105
ED-40515,853910-02-8,15,105
ED-40515,NAVITOCLAX,15,105
ED-40515,OMIPALISIB,15,105
ED-40515,219773-55-4,15,105
ED-40515,MK-2206,15,105
ED-40515,OBATOCLAX,15,105
ED-40515,128517-07-7,15,105
ED-40515,APILIMOD,15,105
ED-40515,SNS-032,15,105
ED-40515,TOFACITINIB,15,105
ED-40515,915019-65-7,15,105
ED-40515,AZD1480,15,105
ED-40515,FLAVOPIRIDOL,15,105
ED-40515,BARDOXOLONE METHYL,15,105
KMS-11,OLAPARIB,22,231
KMS-11,AZD1208,22,231
KMS-11,NAVITOCLAX,22,231
KMS-11,5-AZACYTIDINE,22,231
KMS-11,CHLOROQUINE,22,231
KMS-11,AZD4320,22,231
KMS-11,AZ20,22,231
KMS-11,AZD5582,22,231
KMS-11,AZD2014,22,231
KMS-11,946128-88-7,22,231
KMS-11,AZD5363,22,231
KMS-11,"001, RAD",22,231
KMS-11,ONALESPIB,22,231
KMS-11,AZD7762,22,231
KMS-11,CARFILZOMIB,22,231
KMS-11,VORINOSTAT,22,231
KMS-11,RAF265,22,231
KMS-11,BAY 65-1942,22,231
KMS-11,CEDIRANIB,22,231
KMS-11,AZD1480,22,231
KMS-11,AZD4547,22,231
KMS-11,SAPITINIB,22,231
COLO320DM,MK-4541,34,561
COLO320DM,BORTEZOMIB,34,561
COLO320DM,DOXORUBICIN,34,561
COLO320DM,VINBLASTINE,34,561
COLO320DM,VELIPARIB,34,561
COLO320DM,ERLOTINIB,34,561
COLO320DM,TOPOTECAN,34,561
COLO320DM,NIRAPARIB,34,561
COLO320DM,DASATINIB,34,561
COLO320DM,METHOTREXATE,34,561
COLO320DM,TEMOZOLOMIDE,34,561
COLO320DM,LAPATINIB,34,561
COLO320DM,VORINOSTAT,34,561
COLO320DM,ETOPOSIDE,34,561
COLO320DM,GEMCITABINE,34,561
COLO320DM,ELOXATIN (TN),34,561
COLO320DM,391210-10-9,34,561
COLO320DM,MK-5108,34,561
COLO320DM,PACLITAXEL,34,561
COLO320DM,VINORELBINE,34,561
COLO320DM,5-FLUOROURACIL,34,561
COLO320DM,DEFOROLIMUS,34,561
COLO320DM,MK-1775,34,561
COLO320DM,MK-2206,34,561
COLO320DM,GELDANAMYCIN,34,561
COLO320DM,891494-63-6,34,561
COLO320DM,DEXAMETHASONE,34,561
COLO320DM,DINACICLIB,34,561
COLO320DM,CARBOPLATINUM,34,561
COLO320DM,CYCLOPHOSPHAMIDE,34,561
COLO320DM,915019-65-7,34,561
COLO320DM,METFORMIN,34,561
COLO320DM,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
COLO320DM,SUNITINIB,34,561
DLD1,MK-4541,34,561
DLD1,BORTEZOMIB,34,561
DLD1,DOXORUBICIN,34,561
DLD1,VINBLASTINE,34,561
DLD1,VELIPARIB,34,561
DLD1,ERLOTINIB,34,561
DLD1,TOPOTECAN,34,561
DLD1,NIRAPARIB,34,561
DLD1,DASATINIB,34,561
DLD1,METHOTREXATE,34,561
DLD1,TEMOZOLOMIDE,34,561
DLD1,LAPATINIB,34,561
DLD1,VORINOSTAT,34,561
DLD1,ETOPOSIDE,34,561
DLD1,GEMCITABINE,34,561
DLD1,ELOXATIN (TN),34,561
DLD1,391210-10-9,34,561
DLD1,MK-5108,34,561
DLD1,PACLITAXEL,34,561
DLD1,VINORELBINE,34,561
DLD1,5-FLUOROURACIL,34,561
DLD1,DEFOROLIMUS,34,561
DLD1,MK-1775,34,561
DLD1,MK-2206,34,561
DLD1,GELDANAMYCIN,34,561
DLD1,891494-63-6,34,561
DLD1,DEXAMETHASONE,34,561
DLD1,DINACICLIB,34,561
DLD1,CARBOPLATINUM,34,561
DLD1,CYCLOPHOSPHAMIDE,34,561
DLD1,915019-65-7,34,561
DLD1,METFORMIN,34,561
DLD1,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
DLD1,SUNITINIB,34,561
LOVO,MK-4541,34,561
LOVO,BORTEZOMIB,34,561
LOVO,DOXORUBICIN,34,561
LOVO,VINBLASTINE,34,561
LOVO,VELIPARIB,34,561
LOVO,ERLOTINIB,34,561
LOVO,TOPOTECAN,34,561
LOVO,NIRAPARIB,34,561
LOVO,DASATINIB,34,561
LOVO,METHOTREXATE,34,561
LOVO,TEMOZOLOMIDE,34,561
LOVO,LAPATINIB,34,561
LOVO,VORINOSTAT,34,561
LOVO,ETOPOSIDE,34,561
LOVO,GEMCITABINE,34,561
LOVO,ELOXATIN (TN),34,561
LOVO,391210-10-9,34,561
LOVO,MK-5108,34,561
LOVO,PACLITAXEL,34,561
LOVO,VINORELBINE,34,561
LOVO,5-FLUOROURACIL,34,561
LOVO,DEFOROLIMUS,34,561
LOVO,MK-1775,34,561
LOVO,MK-2206,34,561
LOVO,GELDANAMYCIN,34,561
LOVO,891494-63-6,34,561
LOVO,DEXAMETHASONE,34,561
LOVO,DINACICLIB,34,561
LOVO,CARBOPLATINUM,34,561
LOVO,CYCLOPHOSPHAMIDE,34,561
LOVO,915019-65-7,34,561
LOVO,METFORMIN,34,561
LOVO,7-ETHYL-10-HYDROXYCAMPTOTHECIN,34,561
LOVO,SUNITINIB,34,561
RKO,DOXORUBICIN,57,1596
RKO,AZ12419304,57,1596
RKO,VELIPARIB,57,1596
RKO,ERLOTINIB,57,1596
RKO,AZD5582,57,1596
RKO,AZD8055,57,1596
RKO,AZ20,57,1596
RKO,SARACATINIB,57,1596
RKO,AZD2014,57,1596
RKO,NIRAPARIB,57,1596
RKO,DASATINIB,57,1596
RKO,SELUMETINIB,57,1596
RKO,ASTRAZENECA ATR_3 INHIBITOR,57,1596
RKO,TEMOZOLOMIDE,57,1596
RKO,AZD7762,57,1596
RKO,LAPATINIB,57,1596
RKO,VORINOSTAT,57,1596
RKO,FOLFOX PROTOCOL,57,1596
RKO,GEMCITABINE,57,1596
RKO,391210-10-9,57,1596
RKO,PACLITAXEL,57,1596
RKO,5-FLUOROURACIL,57,1596
RKO,NAVITOCLAX,57,1596
RKO,MK-2206,57,1596
RKO,GELDANAMYCIN,57,1596
RKO,891494-63-6,57,1596
RKO,AZD5363,57,1596
RKO,CYCLOPHOSPHAMIDE,57,1596
RKO,AZD2461,57,1596
RKO,7-ETHYL-10-HYDROXYCAMPTOTHECIN,57,1596
RKO,SUNITINIB,57,1596
RKO,20439-47-8,57,1596
RKO,MK-4541,57,1596
RKO,BORTEZOMIB,57,1596
RKO,OLAPARIB,57,1596
RKO,VINBLASTINE,57,1596
RKO,957054-30-7,57,1596
RKO,TOPOTECAN,57,1596
RKO,METHOTREXATE,57,1596
RKO,AZD6738,57,1596
RKO,ETOPOSIDE,57,1596
RKO,ELOXATIN (TN),57,1596
RKO,IGF-OSI,57,1596
RKO,AZD1480,57,1596
RKO,MK-5108,57,1596
RKO,KU-0060648,57,1596
RKO,VINORELBINE,57,1596
RKO,DEFOROLIMUS,57,1596
RKO,MK-1775,57,1596
RKO,DEXAMETHASONE,57,1596
RKO,VANDETANIB,57,1596
RKO,KU-60019,57,1596
RKO,DINACICLIB,57,1596
RKO,CARBOPLATINUM,57,1596
RKO,915019-65-7,57,1596
RKO,METFORMIN,57,1596
RKO,SAPITINIB,57,1596
SW837,DOXORUBICIN,57,1596
SW837,AZ12419304,57,1596
SW837,VELIPARIB,57,1596
SW837,ERLOTINIB,57,1596
SW837,AZD5582,57,1596
SW837,AZD8055,57,1596
SW837,AZ20,57,1596
SW837,SARACATINIB,57,1596
SW837,AZD2014,57,1596
SW837,NIRAPARIB,57,1596
SW837,DASATINIB,57,1596
SW837,SELUMETINIB,57,1596
SW837,ASTRAZENECA ATR_3 INHIBITOR,57,1596
SW837,TEMOZOLOMIDE,57,1596
SW837,AZD7762,57,1596
SW837,LAPATINIB,57,1596
SW837,VORINOSTAT,57,1596
SW837,FOLFOX PROTOCOL,57,1596
SW837,GEMCITABINE,57,1596
SW837,391210-10-9,57,1596
SW837,PACLITAXEL,57,1596
SW837,5-FLUOROURACIL,57,1596
SW837,NAVITOCLAX,57,1596
SW837,MK-2206,57,1596
SW837,GELDANAMYCIN,57,1596
SW837,891494-63-6,57,1596
SW837,AZD5363,57,1596
SW837,CYCLOPHOSPHAMIDE,57,1596
SW837,AZD2461,57,1596
SW837,7-ETHYL-10-HYDROXYCAMPTOTHECIN,57,1596
SW837,SUNITINIB,57,1596
SW837,20439-47-8,57,1596
SW837,MK-4541,57,1596
SW837,BORTEZOMIB,57,1596
SW837,OLAPARIB,57,1596
SW837,VINBLASTINE,57,1596
SW837,957054-30-7,57,1596
SW837,TOPOTECAN,57,1596
SW837,METHOTREXATE,57,1596
SW837,AZD6738,57,1596
SW837,ETOPOSIDE,57,1596
SW837,ELOXATIN (TN),57,1596
SW837,IGF-OSI,57,1596
SW837,AZD1480,57,1596
SW837,MK-5108,57,1596
SW837,KU-0060648,57,1596
SW837,VINORELBINE,57,1596
SW837,DEFOROLIMUS,57,1596
SW837,MK-1775,57,1596
SW837,DEXAMETHASONE,57,1596
SW837,VANDETANIB,57,1596
SW837,KU-60019,57,1596
SW837,DINACICLIB,57,1596
SW837,CARBOPLATINUM,57,1596
SW837,915019-65-7,57,1596
SW837,METFORMIN,57,1596
SW837,SAPITINIB,57,1596
HCA7,OLAPARIB,26,325
HCA7,AZ12419304,26,325
HCA7,957054-30-7,26,325
HCA7,AZD5582,26,325
HCA7,AZD8055,26,325
HCA7,AZ20,26,325
HCA7,SARACATINIB,26,325
HCA7,AZD2014,26,325
HCA7,SELUMETINIB,26,325
HCA7,ASTRAZENECA ATR_3 INHIBITOR,26,325
HCA7,AZD6738,26,325
HCA7,AZD7762,26,325
HCA7,FOLFOX PROTOCOL,26,325
HCA7,IGF-OSI,26,325
HCA7,AZD1480,26,325
HCA7,KU-0060648,26,325
HCA7,5-FLUOROURACIL,26,325
HCA7,NAVITOCLAX,26,325
HCA7,MK-2206,26,325
HCA7,VANDETANIB,26,325
HCA7,KU-60019,26,325
HCA7,AZD5363,26,325
HCA7,AZD2461,26,325
HCA7,7-ETHYL-10-HYDROXYCAMPTOTHECIN,26,325
HCA7,20439-47-8,26,325
HCA7,SAPITINIB,26,325
LS174T,OLAPARIB,26,325
LS174T,AZ12419304,26,325
LS174T,957054-30-7,26,325
LS174T,AZD5582,26,325
LS174T,AZD8055,26,325
LS174T,AZ20,26,325
LS174T,SARACATINIB,26,325
LS174T,AZD2014,26,325
LS174T,SELUMETINIB,26,325
LS174T,ASTRAZENECA ATR_3 INHIBITOR,26,325
LS174T,AZD6738,26,325
LS174T,AZD7762,26,325
LS174T,FOLFOX PROTOCOL,26,325
LS174T,IGF-OSI,26,325
LS174T,AZD1480,26,325
LS174T,KU-0060648,26,325
LS174T,5-FLUOROURACIL,26,325
LS174T,NAVITOCLAX,26,325
LS174T,MK-2206,26,325
LS174T,VANDETANIB,26,325
LS174T,KU-60019,26,325
LS174T,AZD5363,26,325
LS174T,AZD2461,26,325
LS174T,7-ETHYL-10-HYDROXYCAMPTOTHECIN,26,325
LS174T,20439-47-8,26,325
LS174T,SAPITINIB,26,325
LS513,OLAPARIB,26,325
LS513,AZ12419304,26,325
LS513,957054-30-7,26,325
LS513,AZD5582,26,325
LS513,AZD8055,26,325
LS513,AZ20,26,325
LS513,SARACATINIB,26,325
LS513,AZD2014,26,325
LS513,SELUMETINIB,26,325
LS513,ASTRAZENECA ATR_3 INHIBITOR,26,325
LS513,AZD6738,26,325
LS513,AZD7762,26,325
LS513,FOLFOX PROTOCOL,26,325
LS513,IGF-OSI,26,325
LS513,AZD1480,26,325
LS513,KU-0060648,26,325
LS513,5-FLUOROURACIL,26,325
LS513,NAVITOCLAX,26,325
LS513,MK-2206,26,325
LS513,VANDETANIB,26,325
LS513,KU-60019,26,325
LS513,AZD5363,26,325
LS513,AZD2461,26,325
LS513,7-ETHYL-10-HYDROXYCAMPTOTHECIN,26,325
LS513,20439-47-8,26,325
LS513,SAPITINIB,26,325
NCI-H747,OLAPARIB,26,325
NCI-H747,AZ12419304,26,325
NCI-H747,957054-30-7,26,325
NCI-H747,AZD5582,26,325
NCI-H747,AZD8055,26,325
NCI-H747,AZ20,26,325
NCI-H747,SARACATINIB,26,325
NCI-H747,AZD2014,26,325
NCI-H747,SELUMETINIB,26,325
NCI-H747,ASTRAZENECA ATR_3 INHIBITOR,26,325
NCI-H747,AZD6738,26,325
NCI-H747,AZD7762,26,325
NCI-H747,FOLFOX PROTOCOL,26,325
NCI-H747,IGF-OSI,26,325
NCI-H747,AZD1480,26,325
NCI-H747,KU-0060648,26,325
NCI-H747,5-FLUOROURACIL,26,325
NCI-H747,NAVITOCLAX,26,325
NCI-H747,MK-2206,26,325
NCI-H747,VANDETANIB,26,325
NCI-H747,KU-60019,26,325
NCI-H747,AZD5363,26,325
NCI-H747,AZD2461,26,325
NCI-H747,7-ETHYL-10-HYDROXYCAMPTOTHECIN,26,325
NCI-H747,20439-47-8,26,325
NCI-H747,SAPITINIB,26,325
SW403,OLAPARIB,26,325
SW403,AZ12419304,26,325
SW403,957054-30-7,26,325
SW403,AZD5582,26,325
SW403,AZD8055,26,325
SW403,AZ20,26,325
SW403,SARACATINIB,26,325
SW403,AZD2014,26,325
SW403,SELUMETINIB,26,325
SW403,ASTRAZENECA ATR_3 INHIBITOR,26,325
SW403,AZD6738,26,325
SW403,AZD7762,26,325
SW403,FOLFOX PROTOCOL,26,325
SW403,IGF-OSI,26,325
SW403,AZD1480,26,325
SW403,KU-0060648,26,325
SW403,5-FLUOROURACIL,26,325
SW403,NAVITOCLAX,26,325
SW403,MK-2206,26,325
SW403,VANDETANIB,26,325
SW403,KU-60019,26,325
SW403,AZD5363,26,325
SW403,AZD2461,26,325
SW403,7-ETHYL-10-HYDROXYCAMPTOTHECIN,26,325
SW403,20439-47-8,26,325
SW403,SAPITINIB,26,325
SW48,OLAPARIB,26,325
SW48,AZ12419304,26,325
SW48,957054-30-7,26,325
SW48,AZD5582,26,325
SW48,AZD8055,26,325
SW48,AZ20,26,325
SW48,SARACATINIB,26,325
SW48,AZD2014,26,325
SW48,SELUMETINIB,26,325
SW48,ASTRAZENECA ATR_3 INHIBITOR,26,325
SW48,AZD6738,26,325
SW48,AZD7762,26,325
SW48,FOLFOX PROTOCOL,26,325
SW48,IGF-OSI,26,325
SW48,AZD1480,26,325
SW48,KU-0060648,26,325
SW48,5-FLUOROURACIL,26,325
SW48,NAVITOCLAX,26,325
SW48,MK-2206,26,325
SW48,VANDETANIB,26,325
SW48,KU-60019,26,325
SW48,AZD5363,26,325
SW48,AZD2461,26,325
SW48,7-ETHYL-10-HYDROXYCAMPTOTHECIN,26,325
SW48,20439-47-8,26,325
SW48,SAPITINIB,26,325
SW948,OLAPARIB,26,325
SW948,AZ12419304,26,325
SW948,957054-30-7,26,325
SW948,AZD5582,26,325
SW948,AZD8055,26,325
SW948,AZ20,26,325
SW948,SARACATINIB,26,325
SW948,AZD2014,26,325
SW948,SELUMETINIB,26,325
SW948,ASTRAZENECA ATR_3 INHIBITOR,26,325
SW948,AZD6738,26,325
SW948,AZD7762,26,325
SW948,FOLFOX PROTOCOL,26,325
SW948,IGF-OSI,26,325
SW948,AZD1480,26,325
SW948,KU-0060648,26,325
SW948,5-FLUOROURACIL,26,325
SW948,NAVITOCLAX,26,325
SW948,MK-2206,26,325
SW948,VANDETANIB,26,325
SW948,KU-60019,26,325
SW948,AZD5363,26,325
SW948,AZD2461,26,325
SW948,7-ETHYL-10-HYDROXYCAMPTOTHECIN,26,325
SW948,20439-47-8,26,325
SW948,SAPITINIB,26,325
C32 [HUMAN COLON ADENOCARCINOMA],OLAPARIB,17,136
C32 [HUMAN COLON ADENOCARCINOMA],NAVITOCLAX,17,136
C32 [HUMAN COLON ADENOCARCINOMA],957054-30-7,17,136
C32 [HUMAN COLON ADENOCARCINOMA],AZD8055,17,136
C32 [HUMAN COLON ADENOCARCINOMA],AZD5582,17,136
C32 [HUMAN COLON ADENOCARCINOMA],AZ20,17,136
C32 [HUMAN COLON ADENOCARCINOMA],SARACATINIB,17,136
C32 [HUMAN COLON ADENOCARCINOMA],VANDETANIB,17,136
