drug_name,smiles,inchikey,status,resolved_name
GDC-0879,C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,DEZZLWQELQORIU-RELWKKBWSA-N,OK,GDC-0879
GEDATOLISIB,CN(C)C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=NC(=NC(=N4)N5CCOCC5)N6CCOCC6,DWZAEMINVBZMHQ-UHFFFAOYSA-N,OK,GEDATOLISIB
GEFITINIB,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,,OK,GEFITINIB
GELDANAMYCIN,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,,OK,GELDANAMYCIN
GEMCITABINE,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O,,OK,GEMCITABINE
GEMCITABINE HYDROCHLORIDE,,,Manual,GEMCITABINE HYDROCHLORIDE
GEMFIBROZIL,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,,OK,GEMFIBROZIL
GENIPIN,COC(=O)C1=COC(C2C1CC=C2CO)O,AZKVWQKMDGGDSV-BCMRRPTOSA-N,OK,GENIPIN
GENIPOSIDE,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12,,OK,GENIPOSIDE
GENIPOSIDIC ACID,,,Manual,GENIPOSIDIC ACID
GENISTEIN,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,,OK,GENISTEIN
GENTIAN VIOLET CATION,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],,OK,GENTIAN VIOLET CATION
GENZ-644282,CNCCN1C2=C(C=NC3=CC4=C(C=C32)OCO4)C5=CC(=C(C=C5C1=O)OC)OC,BAORCAMWLWRZQG-UHFFFAOYSA-N,OK,GENZ-644282
GENZ-669178,CNCCn1c(=O)c2cc(OC)c(OC)cc2c2cnc3cc4c(cc3c21)OCO4,,OK,GENZ-669178
GESTODENE,CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34,SIGSPDASOTUPFS-XUDSTZEESA-N,OK,GESTODENE
GGTI-2418,Cc1nc[nH]c1CN1CCN(C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](Cc2ccccc2)C1=O,,OK,GGTI-2418
GILTERITINIB,CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5,GYQYAJJFPNQOOW-UHFFFAOYSA-N,OK,GILTERITINIB
GIMERACIL,C1=C(C(=CNC1=O)Cl)O,ZPLQIPFOCGIIHV-UHFFFAOYSA-N,OK,GIMERACIL
GINKGOLIDE A,,,Manual,GINKGOLIDE A
GINKGOLIDE B,,,Manual,GINKGOLIDE B
GINSENOSIDE RB1,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,GZYPWOGIYAIIPV-JBDTYSNRSA-N,OK,GINSENOSIDE RB1
GIVINOSTAT HYDROCHLORIDE,,,Manual,GIVINOSTAT HYDROCHLORIDE
GLAFENINE,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,,OK,GLAFENINE
GLASDEGIB,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,,OK,GLASDEGIB
GLESATINIB,COCCNCC1=CN=C(C=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=S)NC(=O)CC5=CC=C(C=C5)F)F,YRCHYHRCBXNYNU-UHFFFAOYSA-N,OK,GLESATINIB
GLICLAZIDE,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,,OK,GLICLAZIDE
GLIMEPIRIDE,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,,OK,GLIMEPIRIDE
GLIPIZIDE,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,,OK,GLIPIZIDE
GLIQUIDONE,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,,OK,GLIQUIDONE
GLPG0187,COc1ccc(S(=O)(=O)N[C@@H](CNc2nc(C)nc(N3CCC(c4ccc5c(n4)NCCC5)CC3)c2C)C(=O)O)cc1,,OK,GLPG0187
GLPG0974,C[C@]1(C(=O)N(CCCC(=O)O)Cc2cccc(Cl)c2)CCN1C(=O)c1csc2ccccc12,,OK,GLPG0974
GLUTAMINASE C-IN-1,,,Manual,GLUTAMINASE C-IN-1
GLYBURIDE,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,,OK,GLYBURIDE
GLYCYRRHIZIC ACID,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,LPLVUJXQOOQHMX-QWBHMCJMSA-N,OK,GLYCYRRHIZIC ACID
GM 1489,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=C(NC/C=C\CNC3=C4NC(=O)/C(C)=C/C=C\[C@H](OC)[C@@H](OC(N)=O)/C(C)=C/[C@H](C)[C@@H](O)[C@@H](OC)C[C@H](C)CC(=C(OC)C3=O)C4=O)C1=O)C2=O,,OK,GM 1489
GNE-317,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)C5(COC5)OC,XOZLHJMDLKDZAL-UHFFFAOYSA-N,OK,GNE-317
GNE-3511,C1CN(CCC1C2=CC(=NC(=C2)N3CCC(C3)(F)F)NC4=NC=CC(=C4)C#N)C5COC5,RHFIAUKMKYHHFA-UHFFFAOYSA-N,OK,GNE-3511
GNE-477,CN(C(=O)c1cnn2cccnc12)c1cc2c(cc1N1CCOCC1)C(=O)N(C[C@@H](F)C(C)(C)O)C2,,OK,GNE-477
GNE-490,CN(C(=O)c1cnn2cccnc12)c1cc2c(cc1N1CCOCC1)C(=O)N(C[C@@H](F)C(C)(C)O)C2,,OK,GNE-490
GNE-493,CN(C(=O)c1cnn2cccnc12)c1cc2c(cc1N1CCOCC1)C(=O)N(C[C@@H](F)C(C)(C)O)C2,,OK,GNE-493
GNE-495,CN(C(=O)c1cnn2cccnc12)c1cc2c(cc1N1CCOCC1)C(=O)N(C[C@@H](F)C(C)(C)O)C2,,OK,GNE-495
GNE-9605,CNc1nc(Nc2cnn([C@H]3CCN(C4COC4)C[C@@H]3F)c2Cl)ncc1C(F)(F)F,,OK,GNE-9605
GNF-2,,,Manual,GNF-2
GNF-5837,CC1=C(C=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C(F)(F)F)F)NC3=CC4=C(C=C3)C(=CC5=CC=CN5)C(=O)N4,YYDUWLSETXNJJT-MTJSOVHGSA-N,OK,GNF-5837
GNF-6231,CC1=CC(=CN=C1C2=CC(=NC=C2)F)CC(=O)NC3=NC=C(C=C3)N4CCN(CC4)C(=O)C,AXXNRMISICMFNS-UHFFFAOYSA-N,OK,GNF-6231
GNF-7,,,Manual,GNF-7
GO 6976,CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H]1CSSC[C@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CC(N)=O)C(=O)O)NC(=O)[C@@H](CCC(N)=O)NC1=O,,OK,GO 6976
GO 6983,COc1ccc2c(c1)c(C1=C(c3c[nH]c4ccccc34)C(=O)NC1=O)cn2CCCN(C)C,,OK,GO 6983
GOLGICIDE A,C1C=CC2C1C(NC3=C2C=C(C=C3F)F)C4=CN=CC=C4,NJZHEQOUHLZCOX-FTLRAWMYSA-N,OK,GOLGICIDE A
GOLVATINIB,CN1CCN(CC1)C2CCN(CC2)C(=O)NC3=NC=CC(=C3)OC4=CC(=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,UQRCJCNVNUFYDX-UHFFFAOYSA-N,OK,GOLVATINIB
GOSSYPOL,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,,OK,GOSSYPOL
GOSSYPOL ACETIC ACID,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O.CC(=O)O,NIOHNDKHQHVLKA-UHFFFAOYSA-N,OK,GOSSYPOL ACETIC ACID
GRAMICIDIN S,,,Manual,GRAMICIDIN S
GRAMINE,Cc1[nH]c2ccccc2c1CN(C)C,,OK,GRAMINE
GRANISETRON,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2.Cl,,OK,GRANISETRON
GRANISETRON HCL,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C.Cl,QYZRTBKYBJRGJB-UHFFFAOYSA-N,OK,GRANISETRON HCL
GRANISETRON HYDROCHLORIDE,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C.Cl,QYZRTBKYBJRGJB-UHFFFAOYSA-N,OK,GRANISETRON HYDROCHLORIDE
GRISEOFULVIN,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,,OK,GRISEOFULVIN
GS-441524,N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,,OK,GS-441524
GS-9620,CCCCOC1=NC(=C2C(=N1)N(CC(=O)N2)CC3=CC=CC(=C3)CN4CCCC4)N,VFOKSTCIRGDTBR-UHFFFAOYSA-N,OK,GS-9620
GS-9901,N#Cc1c(N)nc(N)nc1N[C@H](c1nc2c(F)ccc(Cl)c2c(=O)n1-c1cccnc1)C1CC1,,OK,GS-9901
GSK 525768A,CCNC(=O)CC1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C,AAAQFGUYHFJNHI-GOSISDBHSA-N,OK,GSK 525768A
GSK 650394,C1CCC(C1)C2=C(C=CC(=C2)C3=CNC4=C3C=C(C=N4)C5=CC=CC=C5)C(=O)O,WVSBGSNVCDAMCF-UHFFFAOYSA-N,OK,GSK 650394
GSK J4 HCL,,,Manual,GSK J4 HCL
GSK-25,,,Manual,GSK-25 (GSK compound)
GSK-3 INHIBITOR X,CC(=O)ON=C1C2=CC=CC=C2N=C1C3=C(NC4=C3C=CC(=C4)Br)O,HUDSYNWJCPDHLL-CJLVFECKSA-N,OK,GSK-3 INHIBITOR X
GSK-923295,CC(C)OC1=C(C=C(C=C1)C(=O)NC(CC2=CC=C(C=C2)C3=CN4C=CC=C(C4=N3)C(C)O)CNC(=O)CN(C)C)Cl,WHMXDBPHBVLYRC-OFVILXPXSA-N,OK,GSK-923295
GSK-J1,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CC=CC=N4,AVZCPICCWKMZDT-UHFFFAOYSA-N,OK,GSK-J1
GSK-J2,O=C(O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2cccnc2)n1,,OK,GSK-J2
GSK-J4,CCOC(=O)CCNc1cc(N2CCc3ccccc3CC2)nc(-c2ccccn2)n1.Cl,,OK,GSK-J4
GSK0660,,,Manual,GSK0660 (GSK compound)
GSK1016790A,CC(C)CC(C(=O)N1CCN(CC1)C(=O)C(CO)NS(=O)(=O)C2=C(C=C(C=C2)Cl)Cl)NC(=O)C3=CC4=CC=CC=C4S3,IVYQPSHHYIAUFO-VXKWHMMOSA-N,OK,GSK1016790A
GSK1059615,,,Manual,GSK1059615 (GSK compound)
GSK1070916,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,QTBWCSQGBMPECM-UHFFFAOYSA-N,OK,GSK1070916
GSK126,CCC(C)N1C=C(C2=C(C=C(C=C21)C3=CN=C(C=C3)N4CCNCC4)C(=O)NCC5=C(C=C(NC5=O)C)C)C,FKSFKBQGSFSOSM-QFIPXVFZSA-N,OK,GSK126 (GSK compound)
GSK1292263,,,Manual,GSK1292263 (GSK compound)
GSK1324726A,CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,,OK,GSK1324726A
GSK1838705A,CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12,,OK,GSK1838705A
GSK1904529A,CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,,OK,GSK1904529A
GSK2194069,C1CC1C(=O)N2CCC(C2)CC3=NNC(=O)N3C4=CC=C(C=C4)C5=CC6=C(C=C5)OC=C6,AQTPWCUIYUOEMG-INIZCTEOSA-N,OK,GSK2194069 (GSK compound)
GSK2256098,CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,BVAHPPKGOOJSPU-UHFFFAOYSA-N,OK,GSK2256098
GSK2256294A,CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1,,OK,GSK2256294A
GSK2334470,CC1CCC(CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,QLPHOXTXAKOFMU-WBVHZDCISA-N,OK,GSK2334470 (GSK compound)
GSK256066,CC1=CC(=CC2=C(C(=CN=C12)C(=O)N)NC3=CC(=CC=C3)OC)S(=O)(=O)C4=CC=CC(=C4)C(=O)N(C)C,JFHROPTYMMSOLG-UHFFFAOYSA-N,OK,GSK256066 (GSK compound)
GSK2578215A,O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1,,OK,GSK2578215A
GSK2606414,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F,SIXVRXARNAVBTC-UHFFFAOYSA-N,OK,GSK2606414 (GSK compound)
GSK2636771,,,Manual,GSK2636771 (GSK compound)
GSK2656157,,,Manual,GSK2656157 (GSK compound)
GSK269962A,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,,OK,GSK269962A
GSK2795039,CC(C)N1C=C(C2=C(C=CN=C21)NS(=O)(=O)C3=NN(C=C3)C)C4=CC5=C(CCN5C)C=C4,FMWVTCZKCXPKFW-UHFFFAOYSA-N,OK,GSK2795039
GSK2801,CCCOC1=CC2=C(C=C(N2C=C1)C(=O)C)C3=CC=CC=C3S(=O)(=O)C,KHWCPNJRJCNVRI-UHFFFAOYSA-N,OK,GSK2801 (GSK compound)
GSK2837808A,COC1=NC(=NC=C1C2=CC3=NC=C(C(=C3C=C2)NC4=CC(=CC(=C4)C(=O)O)OC5=CC(=CC(=C5)F)F)S(=O)(=O)NC6CC6)OC,RZBCPMYJIARMGV-UHFFFAOYSA-N,OK,GSK2837808A
GSK2879552,C1CN(CCC1CNC2CC2C3=CC=CC=C3)CC4=CC=C(C=C4)C(=O)O,LRULVYSBRWUVGR-FCHUYYIVSA-N,OK,GSK2879552 (GSK compound)
GSK2981278,,,Manual,GSK2981278 (GSK compound)
GSK2982772,,,Manual,GSK2982772 (GSK compound)
GSK343,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CC(=NC=C4)N5CCN(CC5)C)C(C)C,ULNXAWLQFZMIHX-UHFFFAOYSA-N,OK,GSK343
GSK3787,C1=CC(=CC=C1C(=O)NCCS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)Cl,JFUIMTGOQCQTPF-UHFFFAOYSA-N,OK,GSK3787 (GSK compound)
GSK4112,CC(C)(C)OC(=O)CN(CC1=CC=C(C=C1)Cl)CC2=CC=C(S2)[N+](=O)[O-],WYSLOKHVFKLWOU-UHFFFAOYSA-N,OK,GSK4112 (GSK compound)
GSK429286A,CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1,,OK,GSK429286A
GSK461364,CC(C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)CN5CCN(CC5)C)C(=O)N,ZHJGWYRLJUCMRT-QGZVFWFLSA-N,OK,GSK461364
GSK481,,,Manual,GSK481 (GSK compound)
GSK484,,,Manual,GSK484 (GSK compound)
GSK503,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C(=CN(C3=CC(=C2)C4=CN=C(C=C4)N5CCN(CC5)C)C(C)C)C)C,HRDQQHUKUIKFHT-UHFFFAOYSA-N,OK,GSK503
GSK583,CC(C)(C)S(=O)(=O)C1=CC2=C(C=CN=C2C=C1)NC3=NNC4=C3C=C(C=C4)F,XLOGLWKOHPIJLV-UHFFFAOYSA-N,OK,GSK583 (GSK compound)
GSK682753A,C1CN(CCC12CN(C(=O)O2)CC3=CC(=C(C=C3)Cl)Cl)C(=O)C=CC4=CC=C(C=C4)Cl,RDDLWMWIRXGSJM-XBXARRHUSA-N,OK,GSK682753A
GSK6853,,,Manual,GSK6853 (GSK compound)
GSK837149A,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CC(=N4)C,RSINKZJTTORDAJ-UHFFFAOYSA-N,OK,GSK837149A
GSK864,CC1=CC(=CC(=C1OC)C)NC(=O)C2=NN(C3=C2CN(CC3(C)C(=O)N)C(=O)C4=CC=CN4)CC5=CC=C(C=C5)F,DUCNNEYLFOQFSW-PMERELPUSA-N,OK,GSK864
GSK872,CC(C)S(=O)(=O)C1=CC2=C(C=CN=C2C=C1)NC3=CC4=C(C=C3)SC=N4,ZCDBTQNFAPKACC-UHFFFAOYSA-N,OK,GSK872 (GSK compound)
GSK9311,CCN(C1=C(C=C2C(=C1)N(C(=O)N2C)C)N3CCNCC3C)C(=O)C4=CC=CC=C4OC,WFXIHQFRQPGCCR-MRXNPFEDSA-N,OK,GSK9311 (GSK compound)
GSK963 RACEMATE,CC(C)(C)C(=O)N1C(CC=N1)C2=CC=CC=C2,NJQVSLWJBLPTMD-UHFFFAOYSA-N,OK,GSK963 RACEMATE
GUAIFENESIN,COC1=CC=CC=C1OCC(CO)O,HSRJKNPTNIJEKV-UHFFFAOYSA-N,OK,GUAIFENESIN
GUANABENZ ACETATE,CC(=O)O.C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl,MCSPBPXATWBACD-GAYQJXMFSA-N,OK,GUANABENZ ACETATE
GUANADREL,C1CCC2(CC1)OCC(O2)CN=C(N)N,HPBNRIOWIXYZFK-UHFFFAOYSA-N,OK,GUANADREL
GUANETHIDINE SULFATE,C1CCCN(CCC1)CCN=C(N)N.C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O,NBJGGHFXCGHTNJ-UHFFFAOYSA-N,OK,GUANETHIDINE SULFATE
GUANFACINE,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,,OK,GUANFACINE
GUANIDINE HYDROCHLORIDE,C(=N)(N)N.Cl,PJJJBBJSCAKJQF-UHFFFAOYSA-N,OK,GUANIDINE HYDROCHLORIDE
GUANOSINE,Nc1nc2c(ncn2[C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,,OK,GUANOSINE
GW 441756,Cn1cc(/C=C2/C(=O)Nc3cccnc32)c2ccccc21,,OK,GW 441756
GW 6471,CCC(=O)NCC(CC1=CC=C(C=C1)OCCC2=C(OC(=N2)C3=CC=CC=C3)C)NC(=CC(=O)C4=CC=C(C=C4)C(F)(F)F)C,TYEFSRMOUXWTDN-DYQICHDWSA-N,OK,GW 6471
GW-4869,COc1ccc(-c2cc(C(F)(F)F)n3ncc(C(=O)Nc4cccc(Cl)c4Cl)c3n2)cc1OC,,OK,GW-4869
GW0742,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O,HWVNEWGKWRGSRK-UHFFFAOYSA-N,OK,GW0742
GW1929,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1.O,,OK,GW1929
GW2580,COc1ccc(CCc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,,OK,GW2580
GW305074X,C1=CC2=C(C=C1I)C(=CC3=CC(=C(C(=C3)Br)O)Br)C(=O)N2,LMXYVLFTZRPNRV-UHFFFAOYSA-N,OK,GW305074X
GW3965,C1=CC=C(C=C1)C(CN(CCCOC2=CC=CC(=C2)CC(=O)O)CC3=C(C(=CC=C3)C(F)(F)F)Cl)C4=CC=CC=C4,NAXSRXHZFIBFMI-UHFFFAOYSA-N,OK,GW3965
GW5074,O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,,OK,GW5074
GW7647,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O,,OK,GW7647
GW768505A,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)cc1.Cl,,OK,GW768505A
GW791343,,,Manual,GW791343
GW843682X,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,,OK,GW843682X
GW9508,O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,,OK,GW9508
GW9662,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl,,OK,GW9662
GYKI-52466,CC1=NN=C(c2ccc(N)cc2)c2cc3c(cc2C1)COC3,,OK,GYKI-52466
GYKI-53655,O=NN(CCCl)C(=O)NC[C@@H](O)[C@H](O)CN(N=O)C(=O)NCCCl,,OK,GYKI-53655
GYNOSTEMMA EXTRACT,,,Manual,GYNOSTEMMA EXTRACT
GZD824,CS(=O)(=O)O.CS(=O)(=O)O.Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1,,OK,GZD824
H-89,,,Manual,H-89 (research compound)
H-89 DIHYDROCHLORIDE,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br.Cl.Cl,GELOGQJVGPIKAM-WTVBWJGASA-N,OK,H-89 DIHYDROCHLORIDE
H-D-CYS(TRT)-OH,,,Manual,H-D-CYS(TRT)-OH
HA130,B(C1=CC(=CC=C1)COC2=CC=C(C=C2)C=C3C(=O)N(C(=O)S3)CC4=CC=C(C=C4)F)(O)O,VTNKMYWFWQTEHE-XKZIYDEJSA-N,OK,HA130
HA14-1,CCOC(=O)C1=C(N)Oc2ccc(Br)cc2[C@H]1[C@H](C#N)C(=O)OCC,,OK,HA14-1
HALCINONIDE,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,MUQNGPZZQDCDFT-JNQJZLCISA-N,OK,HALCINONIDE
HALOBETASOL PROPIONATE,,,Manual,HALOBETASOL PROPIONATE
HALOFANTRINE,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12.Cl,,OK,HALOFANTRINE
HALOFANTRINE HYDROCHLORIDE,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl,WANGFTDWOFGECH-UHFFFAOYSA-N,OK,HALOFANTRINE HYDROCHLORIDE
HALOPERIDOL,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,,OK,HALOPERIDOL
HC-030031,CC(C)C1=CC=C(C=C1)NC(=O)CN2C=NC3=C2C(=O)N(C(=O)N3C)C,HEQDZPHDVAOBLN-UHFFFAOYSA-N,OK,HC-030031
HC-067047,Cc1c(C(=O)Nc2cccc(C(F)(F)F)c2)cc(-c2ccccc2)n1CCCN1CCOCC1.Cl,,OK,HC-067047
HEMATOXYLIN,Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,,OK,HEMATOXYLIN
HESPERADIN,CCS(=O)(=O)Nc1ccc2c(c1)/C(=C(/Nc1ccc(CN3CCCCC3)cc1)c1ccccc1)C(=O)N2,,OK,HESPERADIN
HESPERETIN,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,AIONOLUJZLIMTK-AWEZNQCLSA-N,OK,HESPERETIN
HESPERIDIN,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,,OK,HESPERIDIN
HEXESTROL,CC[C@H](c1ccc(OP(=O)(O)O)cc1)[C@@H](CC)c1ccc(OP(=O)(O)O)cc1,,OK,HEXESTROL
HEXETIDINE,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,,OK,HEXETIDINE
HEXYLCAINE HYDROCHLORIDE,,,Manual,HEXYLCAINE HYDROCHLORIDE
HG-10-102-01,CNC1=NC(=NC=C1Cl)NC2=C(C=C(C=C2)C(=O)N3CCOCC3)OC,YEVOZZZLKJKCCD-UHFFFAOYSA-N,OK,HG-10-102-01
HG-14-10-04,,,Manual,HG-14-10-04
HG6-64-1,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)C)C=CC4=CN=C5C(=C4OC)C=CN5)C(F)(F)F,UMBFDGUGXMOMHX-BQYQJAHWSA-N,OK,HG6-64-1
HH-AG1.5,CNC1CCC(CC1)N(CC2=CC(=CC=C2)C3=CC=NC=C3)C(=O)C4=C(C5=C(C=CC(=C5S4)F)F)Cl,RXZDWPYJFCAZCW-UHFFFAOYSA-N,OK,HH-AG1.5
HISTAMINE,C1=C(NC=N1)CCN,NTYJJOPFIAHURM-UHFFFAOYSA-N,OK,HISTAMINE
